result_id,hilic_fraction_min,lipid_subclass,lipid_annotation,precursor_annotation,candidate_rank,match_score,total_score,ms2_abundance,variable_carbon_number,curve_unsaturation,normalized_rt_min,mean_ms2_rt_min,merged_ms2_spectrum_count,ms1_feature_id,ms2_scan_id
MR6_0009121,22-30,Cer(d17:0/x:y),Cer(d17:0/24:2),Cer(d41:2),2,0.5,45.0,0.27,24.0,2.0,9.719,39.754925,2,FNEW001991,scanId=2385695; scanId=2384912
MR6_0009124,22-30,Cer(d23:1/x:y),Cer(d23:1/18:1),Cer(d41:2),3,0.5,40.0,0.08,18.0,1.0,9.719,39.76145,1,FNEW001991,scanId=2385695
MR6_0009133,22-30,Cer(d18:0/x:y)(2OH),Cer(d18:0/24:1)(2OH),Cer(d42:1)(2OH),1,0.83,83.0,1.0,24.0,1.0,9.729999999999997,39.81195,5,FNEW001992,scanId=2384916; scanId=2389560; scanId=2384888; scanId=2389549; scanId=2394712
MR6_0009134,22-30,Cer(d18:1/x:y)(2OH),Cer(d18:1/24:0)(2OH),Cer(d42:1)(2OH),1,0.5,50.0,1.0,24.0,0.0,9.729999999999997,39.83003333333325,4,FNEW001992,scanId=2380256; scanId=2394723; scanId=2389549; scanId=2394712
MR6_0009136,22-30,Cer(d20:1/x:y)(2OH),Cer(d20:1/22:0)(2OH),Cer(d42:1)(2OH),1,0.83,83.0,1.0,22.0,0.0,9.729999999999997,39.86879999999999,4,FNEW001992,scanId=2389560; scanId=2394723; scanId=2389549; scanId=2394712
MR6_0009137,22-30,Cer(d22:1/x:y)(2OH),Cer(d22:1/20:0)(2OH),Cer(d42:1)(2OH),1,0.67,67.0,1.0,20.0,0.0,9.729999999999997,39.911916666667,1,FNEW001992,scanId=2394723
MR6_0009135,22-30,Cer(d19:0/x:y)(2OH),Cer(d19:0/23:1)(2OH),Cer(d42:1)(2OH),2,0.67,60.3,0.3,23.0,1.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009139,22-30,Cer(d25:0/x:y)(2OH),Cer(d25:0/17:1)(2OH),Cer(d42:1)(2OH),2,0.67,60.3,0.74,17.0,1.0,9.729999999999997,39.748466666667,1,FNEW001992,scanId=2384916
MR6_0009125,22-30,Cer(d14:0/x:y)(2OH),Cer(d14:0/28:1)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.3,28.0,1.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009126,22-30,Cer(d14:1/x:y)(2OH),Cer(d14:1/28:0)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.3,28.0,0.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009127,22-30,Cer(d15:0/x:y)(2OH),Cer(d15:0/27:1)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.3,27.0,1.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009128,22-30,Cer(d15:1/x:y)(2OH),Cer(d15:1/27:0)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.3,27.0,0.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009129,22-30,Cer(d16:0/x:y)(2OH),Cer(d16:0/26:1)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.3,26.0,1.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009130,22-30,Cer(d16:1/x:y)(2OH),Cer(d16:1/26:0)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.3,26.0,0.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009131,22-30,Cer(d17:0/x:y)(2OH),Cer(d17:0/25:1)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.3,25.0,1.0,9.729999999999997,39.748,1,FNEW001992,scanId=2384888
MR6_0009132,22-30,Cer(d17:1/x:y)(2OH),Cer(d17:1/25:0)(2OH),Cer(d42:1)(2OH),3,0.67,53.6,0.73,25.0,0.0,9.729999999999997,39.7482333333335,2,FNEW001992,scanId=2384916; scanId=2384888
MR6_0009138,22-30,Cer(d23:1/x:y)(2OH),Cer(d23:1/19:0)(2OH),Cer(d42:1)(2OH),3,0.5,40.0,0.71,19.0,0.0,9.729999999999997,39.825866666667,1,FNEW001992,scanId=2389560
MR6_0009140,22-30,GlcCer(t16:1/x:y),GlcCer(t16:1/26:0),GlcCer(t42:1),1,0.4,40.0,1.0,26.0,0.0,9.729999999999997,39.849116666667,1,FNEW001993,scanId=2390955
MR6_0009141,22-30,GlcCer(t18:0/x:y),GlcCer(t18:0/24:1),GlcCer(t42:1),1,0.4,40.0,1.0,24.0,1.0,9.729999999999997,39.839175,2,FNEW001993,scanId=2389762; scanId=2390955
MR6_0009142,22-30,GlcCer(t20:0/x:y),GlcCer(t20:0/22:1),GlcCer(t42:1),1,0.4,40.0,1.0,22.0,1.0,9.729999999999997,39.915283333333,1,FNEW001993,scanId=2394925
MR6_0009143,22-30,GlcCer(t24:1/x:y),GlcCer(t24:1/18:0),GlcCer(t42:1),1,0.4,40.0,1.0,18.0,0.0,9.729999999999997,39.81675555555567,3,FNEW001993,scanId=2389762; scanId=2386323; scanId=2390955
MR6_0009144,22-30,GlcCer(t26:0/x:y),GlcCer(t26:0/16:1),GlcCer(t42:1),3,0.4,32.0,0.92,16.0,1.0,9.729999999999997,39.829233333333,1,FNEW001993,scanId=2389762
MR6_0009145,22-30,GlcCer(t20:1/x:y),GlcCer(t20:1/23:3),GlcCer(t43:4),1,0.4,40.0,1.0,23.0,3.0,9.729999999999997,39.896033333333,1,FNEW001994,scanId=2393770
MR6_0009147,22-30,SM(t18:0/x:y),SM(t18:0/24:0),SM(t42:0),1,0.46,46.0,1.0,24.0,0.0,9.841,39.848761111111,3,FNEW002000,scanId=2386103; scanId=2390767; scanId=2395931
MR6_0009148,22-30,SM(t20:0/x:y),SM(t20:0/22:0),SM(t42:0),2,0.38,34.2,0.74,22.0,0.0,9.841,39.76825,1,FNEW002000,scanId=2386103
MR6_0009146,22-30,SM(t17:0/x:y),SM(t17:0/25:0),SM(t42:0),3,0.38,30.4,0.68,25.0,0.0,9.841,39.76825,1,FNEW002000,scanId=2386103
MR6_0009150,22-30,SM(d17:0/x:y),SM(d17:0/23:0),SM(d40:0),1,0.55,55.00000000000001,1.0,23.0,0.0,9.853000000000002,39.86966,5,FNEW002001,scanId=2385437; scanId=2390111; scanId=2394776; scanId=2393226; scanId=2397388
MR6_0009152,22-30,SM(d24:0/x:y),SM(d24:0/16:0),SM(d40:0),1,0.36,36.0,1.0,16.0,0.0,9.853000000000002,39.8977875,4,FNEW002001,scanId=2390111; scanId=2394776; scanId=2393226; scanId=2397388
MR6_0009151,22-30,SM(d18:0/x:y),SM(d18:0/22:0),SM(d40:0),2,0.45,40.5,0.23,22.0,0.0,9.853000000000002,39.84799166666675,4,FNEW002001,scanId=2385437; scanId=2390111; scanId=2394776; scanId=2393226
MR6_0009149,22-30,SM(d16:0/x:y),SM(d16:0/24:0),SM(d40:0),3,0.45,36.0,0.09,24.0,0.0,9.853000000000002,39.75715,1,FNEW002001,scanId=2385437
MR6_0009157,22-30,GlcCer(d18:0/x:y),GlcCer(d18:0/22:0),GlcCer(d40:0),1,0.88,88.0,1.0,22.0,0.0,9.857999999999995,39.94239333333319,5,FNEW002002,scanId=2390566; scanId=2395729; scanId=2400396; scanId=2395718; scanId=2400349
MR6_0009161,22-30,GlcCer(d22:0/x:y),GlcCer(d22:0/18:0),GlcCer(d40:0),2,0.62,55.8,0.87,18.0,0.0,9.857999999999995,39.92657083333325,4,FNEW002002,scanId=2390566; scanId=2395729; scanId=2400396; scanId=2395718
MR6_0009153,22-30,GlcCer(d14:0/x:y),GlcCer(d14:0/26:0),GlcCer(d40:0),3,0.5,40.0,0.82,26.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009154,22-30,GlcCer(d15:0/x:y),GlcCer(d15:0/25:0),GlcCer(d40:0),3,0.5,40.0,0.82,25.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009155,22-30,GlcCer(d16:0/x:y),GlcCer(d16:0/24:0),GlcCer(d40:0),3,0.5,40.0,0.82,24.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009156,22-30,GlcCer(d17:0/x:y),GlcCer(d17:0/23:0),GlcCer(d40:0),3,0.5,40.0,0.82,23.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009158,22-30,GlcCer(d19:0/x:y),GlcCer(d19:0/21:0),GlcCer(d40:0),3,0.5,40.0,0.82,21.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009159,22-30,GlcCer(d20:0/x:y),GlcCer(d20:0/20:0),GlcCer(d40:0),3,0.5,40.0,0.82,20.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009160,22-30,GlcCer(d21:0/x:y),GlcCer(d21:0/19:0),GlcCer(d40:0),3,0.5,40.0,0.82,19.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009162,22-30,GlcCer(d23:0/x:y),GlcCer(d23:0/17:0),GlcCer(d40:0),3,0.5,40.0,0.82,17.0,0.0,9.857999999999995,39.89993888888866,3,FNEW002002,scanId=2390566; scanId=2395729; scanId=2395718
MR6_0009163,22-30,GlcCer(d29:0/x:y),GlcCer(d29:0/11:0),GlcCer(d40:0),3,0.5,40.0,0.88,11.0,0.0,9.857999999999995,40.006466666667,1,FNEW002002,scanId=2400396
MR6_0009167,22-30,GlcCer(d18:0/x:y),GlcCer(d18:0/24:3),GlcCer(d42:3),1,0.75,75.0,1.0,24.0,3.0,9.857999999999995,39.988933333333335,3,FNEW002003,scanId=2396494; scanId=2401154; scanId=2400384
MR6_0009168,22-30,GlcCer(d18:1/x:y),GlcCer(d18:1/24:2),GlcCer(d42:3),1,0.75,75.0,1.0,24.0,2.0,9.857999999999995,39.89645208333325,8,FNEW002003,scanId=2387203; scanId=2391865; scanId=2396494; scanId=2401154; scanId=2386420; scanId=2391090; scanId=2395751; scanId=2400384
MR6_0009164,22-30,DHCerP(d18:0/x:y),DHCerP(d18:0/30:4),DHCerP(d48:4),2,0.83,74.7,0.99,30.0,4.0,9.857999999999995,40.006266666667,1,FNEW002003,scanId=2400384
MR6_0009165,22-30,DHCerP(d18:1/x:y),DHCerP(d18:1/30:3),DHCerP(d48:4),2,0.67,60.3,0.95,30.0,3.0,9.857999999999995,39.835133333333246,4,FNEW002003,scanId=2387203; scanId=2386420; scanId=2391090; scanId=2395751
MR6_0009169,22-30,GlcCer(d18:2/x:y),GlcCer(d18:2/24:1),GlcCer(d42:3),2,0.5,45.0,0.4,24.0,1.0,9.857999999999995,39.8719333333332,5,FNEW002003,scanId=2391865; scanId=2396494; scanId=2386420; scanId=2391090; scanId=2395751
MR6_0009166,22-30,GlcCer(d17:0/x:y),GlcCer(d17:0/25:3),GlcCer(d42:3),3,0.62,49.6,0.19,25.0,3.0,9.857999999999995,39.825433333333,2,FNEW002003,scanId=2387203; scanId=2391865
MR6_0009174,22-30,Cer(d18:0/x:y),Cer(d18:0/22:0),Cer(d40:0),1,1.0,100.0,1.0,22.0,0.0,9.863999999999995,39.97296111111134,3,FNEW002004,scanId=2396433; scanId=2401092; scanId=2397632
MR6_0009178,22-30,Cer(d22:0/x:y),Cer(d22:0/18:0),Cer(d40:0),2,0.67,60.3,0.67,18.0,0.0,9.863999999999995,39.9504083333335,2,FNEW002004,scanId=2396433; scanId=2397632
MR6_0009170,22-30,Cer(d14:0/x:y),Cer(d14:0/26:0),Cer(d40:0),3,0.5,40.0,0.49,26.0,0.0,9.863999999999995,39.9604,1,FNEW002004,scanId=2397632
MR6_0009171,22-30,Cer(d15:0/x:y),Cer(d15:0/25:0),Cer(d40:0),3,0.5,40.0,0.49,25.0,0.0,9.863999999999995,39.9604,1,FNEW002004,scanId=2397632
MR6_0009172,22-30,Cer(d16:0/x:y),Cer(d16:0/24:0),Cer(d40:0),3,0.5,40.0,0.49,24.0,0.0,9.863999999999995,39.9604,1,FNEW002004,scanId=2397632
MR6_0009173,22-30,Cer(d17:0/x:y),Cer(d17:0/23:0),Cer(d40:0),3,0.5,40.0,0.49,23.0,0.0,9.863999999999995,39.9604,1,FNEW002004,scanId=2397632
MR6_0009175,22-30,Cer(d19:0/x:y),Cer(d19:0/21:0),Cer(d40:0),3,0.5,40.0,0.49,21.0,0.0,9.863999999999995,39.9504083333335,2,FNEW002004,scanId=2396433; scanId=2397632
MR6_0009176,22-30,Cer(d20:0/x:y),Cer(d20:0/20:0),Cer(d40:0),3,0.5,40.0,0.49,20.0,0.0,9.863999999999995,39.9604,1,FNEW002004,scanId=2397632
MR6_0009177,22-30,Cer(d21:0/x:y),Cer(d21:0/19:0),Cer(d40:0),3,0.5,40.0,0.49,19.0,0.0,9.863999999999995,39.9604,1,FNEW002004,scanId=2397632
MR6_0009179,22-30,Cer(d23:0/x:y),Cer(d23:0/17:0),Cer(d40:0),3,0.5,40.0,0.49,17.0,0.0,9.863999999999995,39.9604,1,FNEW002004,scanId=2397632
MR6_0009181,22-30,Cer(m18:2/x:y),Cer(m18:2/22:1),Cer(m40:3),1,0.5,50.0,1.0,22.0,1.0,9.914,39.89394166666701,4,FNEW002009,scanId=2391069; scanId=2396232; scanId=2391057; scanId=2396220
MR6_0009182,22-30,Cer(m18:3/x:y),Cer(m18:3/22:0),Cer(m40:3),1,0.75,75.0,1.0,22.0,0.0,9.914,39.9757083333335,4,FNEW002009,scanId=2396232; scanId=2400899; scanId=2396220; scanId=2400851
MR6_0009180,22-30,Cer(m16:2/x:y),Cer(m16:2/24:1),Cer(m40:3),2,0.5,45.0,0.39,24.0,1.0,9.914,39.850816666667,1,FNEW002009,scanId=2391057
MR6_0009183,22-30,Cer(m22:1/x:y),Cer(m22:1/18:2),Cer(m40:3),3,0.5,40.0,0.08,18.0,2.0,9.914,39.937066666667,1,FNEW002009,scanId=2396232
MR6_0009192,22-30,SM(d18:0/x:y),SM(d18:0/23:1),SM(d41:1),1,0.36,36.0,1.0,23.0,1.0,9.93,39.98378333333333,6,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2391593; scanId=2396254; scanId=2400887
MR6_0009193,22-30,SM(d18:1/x:y),SM(d18:1/23:0),SM(d41:1),1,0.64,64.0,1.0,23.0,0.0,9.93,40.02256388888883,6,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254; scanId=2400887; scanId=2405554
MR6_0009184,22-30,SM(d14:0/x:y),SM(d14:0/27:1),SM(d41:1),2,0.45,40.5,0.99,27.0,1.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009185,22-30,SM(d14:1/x:y),SM(d14:1/27:0),SM(d41:1),2,0.45,40.5,0.99,27.0,0.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009186,22-30,SM(d15:0/x:y),SM(d15:0/26:1),SM(d41:1),2,0.45,40.5,0.99,26.0,1.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009187,22-30,SM(d15:1/x:y),SM(d15:1/26:0),SM(d41:1),2,0.45,40.5,0.99,26.0,0.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009188,22-30,SM(d16:0/x:y),SM(d16:0/25:1),SM(d41:1),2,0.45,40.5,0.99,25.0,1.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009189,22-30,SM(d16:1/x:y),SM(d16:1/25:0),SM(d41:1),2,0.45,40.5,0.99,25.0,0.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009190,22-30,SM(d17:0/x:y),SM(d17:0/24:1),SM(d41:1),2,0.45,40.5,0.99,24.0,1.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009191,22-30,SM(d17:1/x:y),SM(d17:1/24:0),SM(d41:1),2,0.55,49.50000000000001,1.0,24.0,0.0,9.93,40.007075,4,FNEW002010,scanId=2396996; scanId=2401656; scanId=2406824; scanId=2396254
MR6_0009204,22-30,SM(d18:1/x:y),SM(d18:1/25:3),SM(d43:4),1,0.64,64.0,1.0,25.0,3.0,9.941000000000004,39.99434791666663,8,FNEW002011,scanId=2391116; scanId=2395781; scanId=2400446; scanId=2405608; scanId=2394232; scanId=2398393; scanId=2403555; scanId=2408220
MR6_0009205,22-30,SM(d18:2/x:y),SM(d18:2/25:2),SM(d43:4),1,0.55,49.50000000000001,0.97,25.0,2.0,9.941000000000004,40.0073,1,FNEW002011,scanId=2400446
MR6_0009202,22-30,SM(d17:0/x:y),SM(d17:0/26:4),SM(d43:4),2,0.55,49.50000000000001,0.66,26.0,4.0,9.941000000000004,40.00897,5,FNEW002011,scanId=2391116; scanId=2405608; scanId=2394232; scanId=2403555; scanId=2408220
MR6_0009203,22-30,SM(d17:2/x:y),SM(d17:2/26:2),SM(d43:4),2,0.45,40.5,0.65,26.0,2.0,9.941000000000004,39.92955,1,FNEW002011,scanId=2395781
MR6_0009206,22-30,SM(d19:1/x:y),SM(d19:1/24:3),SM(d43:4),2,0.64,57.6,0.4,24.0,3.0,9.941000000000004,40.02284,5,FNEW002011,scanId=2391116; scanId=2405608; scanId=2398393; scanId=2403555; scanId=2408220
MR6_0009207,22-30,SM(d20:2/x:y),SM(d20:2/23:2),SM(d43:4),2,0.45,40.5,0.94,23.0,2.0,9.941000000000004,39.973083333333,1,FNEW002011,scanId=2398393
MR6_0009194,22-30,SM(d14:1/x:y),SM(d14:1/29:3),SM(d43:4),3,0.45,36.0,0.54,29.0,3.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009195,22-30,SM(d14:2/x:y),SM(d14:2/29:2),SM(d43:4),3,0.45,36.0,0.54,29.0,2.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009196,22-30,SM(d14:3/x:y),SM(d14:3/29:1),SM(d43:4),3,0.45,36.0,0.54,29.0,1.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009197,22-30,SM(d14:4/x:y),SM(d14:4/29:0),SM(d43:4),3,0.45,36.0,0.54,29.0,0.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009198,22-30,SM(d15:0/x:y),SM(d15:0/28:4),SM(d43:4),3,0.45,36.0,0.54,28.0,4.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009199,22-30,SM(d15:1/x:y),SM(d15:1/28:3),SM(d43:4),3,0.45,36.0,0.54,28.0,3.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009200,22-30,SM(d15:2/x:y),SM(d15:2/28:2),SM(d43:4),3,0.45,36.0,0.54,28.0,2.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009201,22-30,SM(d15:4/x:y),SM(d15:4/28:0),SM(d43:4),3,0.45,36.0,0.54,28.0,0.0,9.941000000000004,39.9166416666665,2,FNEW002011,scanId=2395781; scanId=2394232
MR6_0009208,22-30,SM(d25:2/x:y),SM(d25:2/18:2),SM(d43:4),3,0.45,36.0,0.97,18.0,2.0,9.941000000000004,40.0073,1,FNEW002011,scanId=2400446
MR6_0009209,22-30,Cer(d16:0/x:y),Cer(d16:0/22:0),Cer(d38:0),1,0.5,50.0,1.0,22.0,0.0,9.953000000000005,40.062058333333496,2,FNEW002013,scanId=2401401; scanId=2406062
MR6_0009210,22-30,Cer(d18:0/x:y),Cer(d18:0/20:0),Cer(d38:0),1,0.67,67.0,1.0,20.0,0.0,9.953000000000005,40.02299166666675,4,FNEW002013,scanId=2396734; scanId=2401401; scanId=2406062; scanId=2401353
MR6_0009212,22-30,Cer(d20:0/x:y),Cer(d20:0/18:0),Cer(d38:0),1,0.83,74.7,1.0,18.0,0.0,9.953000000000005,40.02299166666675,4,FNEW002013,scanId=2396734; scanId=2401401; scanId=2406062; scanId=2401353
MR6_0009211,22-30,Cer(d19:0/x:y),Cer(d19:0/19:0),Cer(d38:0),3,0.5,40.0,0.78,19.0,0.0,9.953000000000005,39.945433333333,1,FNEW002013,scanId=2396734
MR6_0009213,22-30,Cer(d22:0/x:y),Cer(d22:0/16:0),Cer(d38:0),3,0.5,40.0,0.35,16.0,0.0,9.953000000000005,40.022416666667,1,FNEW002013,scanId=2401353
MR6_0009215,22-30,Cer(m18:2/x:y),Cer(m18:2/23:0),Cer(m41:2),1,1.0,100.0,1.0,23.0,0.0,9.953000000000005,40.007680952381136,7,FNEW002014,scanId=2397499; scanId=2402159; scanId=2407326; scanId=2392095; scanId=2396757; scanId=2401389; scanId=2406057
MR6_0009214,22-30,Cer(m17:1/x:y),Cer(m17:1/24:1),Cer(m41:2),2,0.75,67.5,0.15,24.0,1.0,9.953000000000005,39.9970166666665,2,FNEW002014,scanId=2397499; scanId=2402159
MR6_0009216,22-30,Cer(m20:2/x:y),Cer(m20:2/21:0),Cer(m41:2),3,0.75,60.0,0.19,21.0,0.0,9.953000000000005,39.958183333333,1,FNEW002014,scanId=2397499
MR6_0009217,22-30,Cer(m23:1/x:y),Cer(m23:1/18:1),Cer(m41:2),3,0.75,60.0,0.09,18.0,1.0,9.953000000000005,40.03585,1,FNEW002014,scanId=2402159
MR6_0009229,22-30,GlcCer(m18:2/x:y),GlcCer(m18:2/23:0),GlcCer(m41:2),1,0.83,83.0,1.0,23.0,0.0,9.953000000000005,40.0498,4,FNEW002015,scanId=2402098; scanId=2398637; scanId=2403297; scanId=2407952
MR6_0009226,22-30,GlcCer(m17:1/x:y),GlcCer(m17:1/24:1),GlcCer(m41:2),2,0.67,60.3,0.22,24.0,1.0,9.953000000000005,40.044825,2,FNEW002015,scanId=2402098; scanId=2403297
MR6_0009228,22-30,GlcCer(m18:1/x:y),GlcCer(m18:1/23:1),GlcCer(m41:2),2,0.5,45.0,0.19,23.0,1.0,9.953000000000005,40.1324,1,FNEW002015,scanId=2407952
MR6_0009230,22-30,GlcCer(m23:1/x:y),GlcCer(m23:1/18:1),GlcCer(m41:2),2,0.67,60.3,0.19,18.0,1.0,9.953000000000005,40.054775,2,FNEW002015,scanId=2398637; scanId=2407952
MR6_0009218,22-30,GlcCer(m14:1/x:y),GlcCer(m14:1/27:1),GlcCer(m41:2),3,0.5,40.0,0.17,27.0,1.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009219,22-30,GlcCer(m14:2/x:y),GlcCer(m14:2/27:0),GlcCer(m41:2),3,0.5,40.0,0.17,27.0,0.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009220,22-30,GlcCer(m15:0/x:y),GlcCer(m15:0/26:2),GlcCer(m41:2),3,0.5,40.0,0.17,26.0,2.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009221,22-30,GlcCer(m15:1/x:y),GlcCer(m15:1/26:1),GlcCer(m41:2),3,0.5,40.0,0.17,26.0,1.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009222,22-30,GlcCer(m15:2/x:y),GlcCer(m15:2/26:0),GlcCer(m41:2),3,0.5,40.0,0.17,26.0,0.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009223,22-30,GlcCer(m16:1/x:y),GlcCer(m16:1/25:1),GlcCer(m41:2),3,0.5,40.0,0.17,25.0,1.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009224,22-30,GlcCer(m16:2/x:y),GlcCer(m16:2/25:0),GlcCer(m41:2),3,0.5,40.0,0.17,25.0,0.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009225,22-30,GlcCer(m17:0/x:y),GlcCer(m17:0/24:2),GlcCer(m41:2),3,0.5,40.0,0.17,24.0,2.0,9.953000000000005,39.97715,1,FNEW002015,scanId=2398637
MR6_0009227,22-30,GlcCer(m17:2/x:y),GlcCer(m17:2/24:0),GlcCer(m41:2),3,0.67,53.6,0.17,24.0,0.0,9.953000000000005,40.044825,2,FNEW002015,scanId=2402098; scanId=2403297
MR6_0009233,22-30,GlcCer(d18:1/x:y),GlcCer(d18:1/23:0),GlcCer(d41:1),1,0.5,50.0,1.0,23.0,0.0,9.957999999999998,40.028625,6,FNEW002016,scanId=2391619; scanId=2400948; scanId=2406111; scanId=2398896; scanId=2404057; scanId=2408722
MR6_0009231,22-30,GlcCer(d17:0/x:y),GlcCer(d17:0/24:1),GlcCer(d41:1),2,0.38,34.2,0.46,24.0,1.0,9.957999999999998,39.969711111111,3,FNEW002016,scanId=2391619; scanId=2398896; scanId=2404057
MR6_0009232,22-30,GlcCer(d17:1/x:y),GlcCer(d17:1/24:0),GlcCer(d41:1),2,0.38,34.2,0.36,24.0,0.0,9.957999999999998,40.06472777777767,3,FNEW002016,scanId=2398896; scanId=2404057; scanId=2408722
MR6_0009234,22-30,GlcCer(d19:1/x:y),GlcCer(d19:1/22:0),GlcCer(d41:1),2,0.38,34.2,0.39,22.0,0.0,9.957999999999998,39.860183333333,1,FNEW002016,scanId=2391619
MR6_0009243,22-30,GlcCer(d18:0/x:y),GlcCer(d18:0/24:1),GlcCer(d42:1),1,0.88,88.0,1.0,24.0,1.0,9.964,40.01790952380957,7,FNEW002017,scanId=2393373; scanId=2398002; scanId=2402662; scanId=2407829; scanId=2397260; scanId=2401892; scanId=2406560
MR6_0009244,22-30,GlcCer(d18:1/x:y),GlcCer(d18:1/24:0),GlcCer(d42:1),1,0.5,50.0,1.0,24.0,0.0,9.964,39.995780952381,7,FNEW002017,scanId=2393373; scanId=2398002; scanId=2402662; scanId=2407829; scanId=2392598; scanId=2397260; scanId=2406560
MR6_0009235,22-30,GlcCer(d14:0/x:y),GlcCer(d14:0/28:1),GlcCer(d42:1),2,0.38,34.2,0.79,28.0,1.0,9.964,39.927991666667,2,FNEW002017,scanId=2393373; scanId=2398002
MR6_0009236,22-30,GlcCer(d14:1/x:y),GlcCer(d14:1/28:0),GlcCer(d42:1),2,0.38,34.2,0.79,28.0,0.0,9.964,39.927991666667,2,FNEW002017,scanId=2393373; scanId=2398002
MR6_0009237,22-30,GlcCer(d15:0/x:y),GlcCer(d15:0/27:1),GlcCer(d42:1),2,0.38,34.2,0.79,27.0,1.0,9.964,39.927991666667,2,FNEW002017,scanId=2393373; scanId=2398002
MR6_0009238,22-30,GlcCer(d15:1/x:y),GlcCer(d15:1/27:0),GlcCer(d42:1),2,0.38,34.2,0.79,27.0,0.0,9.964,39.927991666667,2,FNEW002017,scanId=2393373; scanId=2398002
MR6_0009239,22-30,GlcCer(d16:0/x:y),GlcCer(d16:0/26:1),GlcCer(d42:1),2,0.38,34.2,0.79,26.0,1.0,9.964,39.927991666667,2,FNEW002017,scanId=2393373; scanId=2398002
MR6_0009240,22-30,GlcCer(d16:1/x:y),GlcCer(d16:1/26:0),GlcCer(d42:1),2,0.38,34.2,0.79,26.0,0.0,9.964,39.927991666667,2,FNEW002017,scanId=2393373; scanId=2398002
